Gene name,Chromosome,Orientation,Left ORF border,Right ORF border,Left txn border,Right txn border,ORF length,Left UTR,Right UTR
SPBC1711.03,chromosome2,+,2138363,2139476,2138338,2139660,1113,25,184
SPBC1711.04 ,chromosome2,+,2139862,2140991,2139828,2140991,1129,34,0
SPBC1711.05 ,chromosome2,+,2141268,2142623,2141252,2142799,1355,16,176
SPBC1711.06 ,chromosome2,+,2143137,2144228,2143124,2144228,1091,13,0
SPBC1711.07 ,chromosome2,+,2146256,2147698,2146256,2147814,1442,0,116
SPBC1711.08 ,chromosome2,+,2149125,2150510,2149069,2150829,1385,56,319
SPBC1711.09c,chromosome2,-,2150960,2151838,2150885,2151927,878,75,89
SPBC1711.10c ,chromosome2,-,2152591,2154335,2152147,NA,1744,444,NA
SPBC1711.11 ,chromosome2,+,2155273,2156445,NA,NA,1172,NA,NA
SPBC1711.12 ,chromosome2,+,2157625,2159676,2157590,2159676,2051,35,0
SPBC1711.13,chromosome2,+,2159917,2161236,2159843,2161278,1319,74,42
SPBC1711.14,chromosome2,+,2161542,2162133,NA,NA,591,NA,NA
SPBC1711.15c,chromosome2,-,2162113,2162211,NA,NA,98,NA,NA
SPBC1711.16 ,chromosome2,+,2164278,2165828,2164136,2165946,1550,142,118
SPBC1711.17 ,chromosome2,+,2166259,2169780,2166226,2169858,3521,33,78
SPBC1718.01,chromosome2,+,3469343,3471670,3469173,3471758,2327,170,88
SPBC1718.02,chromosome2,+,3472319,3474169,NA,NA,1850,NA,NA
SPBC1718.03,chromosome2,+,3474729,3475172,3474674,3475442,443,55,270
SPBC1718.04 ,chromosome2,+,3475916,3477995,3475884,3478137,2079,32,142
SPBC1718.05 ,chromosome2,+,3478572,3479552,3478523,3479734,980,49,182
SPBC1718.06,chromosome2,+,3479898,3482609,3479843,3482609,2711,55,0
SPBC1718.07c,chromosome2,-,3483454,3484668,3482870,3487433,1214,584,2765
SPBC1734.01c ,chromosome2,-,1059522,1061570,1059420,1061570,2048,102,0
SPBC1734.02c,chromosome2,-,1061970,1063377,1061896,1063440,1407,74,63
SPBC1734.03 ,chromosome2,+,1064341,1066401,1064319,1066408,2060,22,7
SPBC1734.04 ,chromosome2,+,1067092,1068384,1067069,1068940,1292,23,556
SPBC1734.05c ,chromosome2,-,1069110,1069942,1069049,1069982,832,61,40
SPBC1734.06,chromosome2,+,1070258,1071421,1070040,1071469,1163,218,48
SPBC1734.07c ,chromosome2,-,1071571,1073427,1071571,1073557,1856,0,130
SPBC1734.08,chromosome2,+,1074399,1075795,1074380,1075815,1396,19,20
SPBC1734.09 ,chromosome2,+,1076347,1077297,1076141,NA,950,206,NA
SPBC1734.10c ,chromosome2,-,1077439,1078918,1077439,1078950,1479,0,32
SPBC1734.11 ,chromosome2,+,1081719,1082942,NA,1083291,1223,NA,349
SPBC1734.12c ,chromosome2,-,1083585,1085318,1083570,1085326,1733,15,8
SPBC1734.13 ,chromosome2,+,1085936,1086920,1085876,1087087,984,60,167
SPBC1734.14c,chromosome2,-,1088271,1088778,1087638,1088794,507,633,16
SPBC1734.15,chromosome2,+,1089188,1090924,1088960,1090940,1736,228,16
SPBC1734.16c,chromosome2,-,1091098,1094653,1091046,1094733,3555,52,80
SPBC1773.01 ,chromosome2,+,281629,283548,281556,283755,1919,73,207
SPBC1773.02c ,chromosome2,-,283938,284525,283755,284800,587,183,275
SPBC1773.03c ,chromosome2,-,286039,287418,285793,287883,1379,246,465
SPBC1773.04,chromosome2,+,289625,290635,289533,290685,1010,92,50
SPBC1773.05c,chromosome2,-,290876,291958,NA,NA,1082,NA,NA
SPBC1773.06c ,chromosome2,-,293466,294506,293326,294756,1040,140,250
SPBC1773.07c,chromosome2,-,296236,297153,296131,297178,917,105,25
SPBC1773.08c ,chromosome2,-,297771,298946,297726,NA,1175,45,NA
SPBC1773.09c,chromosome2,-,299347,301214,NA,301356,1867,NA,142
SPBC1773.10c ,chromosome2,-,301982,303688,301797,303720,1706,185,32
SPBC1773.11c,chromosome2,-,305301,306491,304713,306692,1190,588,201
SPBC1773.12 ,chromosome2,+,308160,309944,NA,NA,1784,NA,NA
SPBC1773.13 ,chromosome2,+,310702,312147,310702,312246,1445,0,99
SPBC1773.14,chromosome2,+,313297,314682,312852,314682,1385,445,0
SPBC1773.15 ,chromosome2,+,315962,317455,315711,317580,1493,251,125
SPBC1773.16c ,chromosome2,-,318693,320480,318461,320607,1787,232,127
SPBC1773.17c,chromosome2,-,321662,322684,321653,322972,1022,9,288
SPBC1778.01c ,chromosome2,-,3094994,3096322,3094901,3096336,1328,93,14
SPBC1778.02,chromosome2,+,3098366,3100576,3098366,3100617,2210,0,41
SPBC1778.03c ,chromosome2,-,3100855,3102165,3100735,3102271,1310,120,106
SPBC1778.04,chromosome2,+,3103284,3104851,NA,NA,1567,NA,NA
SPBC1778.05c,chromosome2,-,3105116,3105412,NA,NA,296,NA,NA
SPBC1778.06c,chromosome2,-,3106767,3108741,3106508,3108816,1974,259,75
SPBC1778.07,chromosome2,+,3109961,3111199,3109920,3111199,1238,41,0
SPBC1778.08c,chromosome2,-,3111458,3112204,3111343,3112229,746,115,25
SPBC1778.09 ,chromosome2,+,3112724,3113968,3112498,3114145,1244,226,177
SPBC1778.10c,chromosome2,-,3114461,3116383,3114321,3116518,1922,140,135
SPBC17A3.01c ,chromosome2,-,1400418,1401776,1399818,1401802,1358,600,26
SPBC17A3.02,chromosome2,+,1403247,1403975,1403233,1404003,728,14,28
SPBC17A3.03c ,chromosome2,-,1404360,1405394,1404001,1405704,1034,359,310
SPBC17A3.04c ,chromosome2,-,1407408,1409883,1407131,1409885,2475,277,2
SPBC17A3.05c ,chromosome2,-,1411362,1412691,1410872,1412747,1329,490,56
SPBC17A3.06 ,chromosome2,+,1413055,1414047,1412910,NA,992,145,NA
SPBC17A3.07,chromosome2,+,1414496,1415945,NA,1415990,1449,NA,45
SPBC17A3.08 ,chromosome2,+,1416265,1417560,1416205,1417863,1295,60,303
SPBC17A3.09c ,chromosome2,-,1417553,1418644,1416921,1418796,1091,632,152
SPBC17A3.10 ,chromosome2,+,1418872,1419850,1418685,1420225,978,187,375
SPBC17D1.01,chromosome2,+,3326992,3328913,3326725,3329473,1921,267,560
SPBC17D1.02 ,chromosome2,+,3329819,3331496,3329800,3331562,1677,19,66
SPBC17D1.03c ,chromosome2,-,3331753,3332769,3331729,3332940,1016,24,171
SPBC17D1.04,chromosome2,+,3333603,3334355,3333545,3334478,752,58,123
SPBC17D1.05,chromosome2,+,3335110,3336216,3335027,3337062,1106,83,846
SPBC17D1.06 ,chromosome2,+,3338604,3340340,NA,3340583,1736,NA,243
SPBC17D1.07c ,chromosome2,-,3340725,3343918,3340364,3344541,3193,361,623
SPBC17D11.01,chromosome2,+,3304837,3306253,NA,3306429,1416,NA,176
SPBC17D11.02c ,chromosome2,-,3306554,3308630,3306536,3308630,2076,18,0
SPBC17D11.03c,chromosome2,-,3309377,3310194,3309230,3310223,817,147,29
SPBC17D11.04c ,chromosome2,-,3310577,3312880,3310495,3312880,2303,82,0
SPBC17D11.05 ,chromosome2,+,3314338,3317181,3314338,3317429,2843,0,248
SPBC17D11.06,chromosome2,+,3317783,3319462,3317783,3319516,1679,0,54
SPBC17D11.07c ,chromosome2,-,3319883,3322841,3319740,3322871,2958,143,30
SPBC17D11.08,chromosome2,+,3324029,3325599,3324029,3326170,1570,0,571
SPBC17F3.01c,chromosome2,+,2486807,2487892,2486542,2488144,1085,265,252
SPBC17F3.02,chromosome2,-,2482246,2484320,2482246,2484401,2074,0,81
SPBC17G9.02c ,chromosome2,-,2169991,2171260,2169967,2171289,1269,24,29
SPBC17G9.03c ,chromosome2,-,2171857,2173632,2171670,NA,1775,187,NA
SPBC17G9.04c,chromosome2,-,2174101,2176128,NA,2176400,2027,NA,272
SPBC17G9.05,chromosome2,+,2178034,2179332,2177891,2179370,1298,143,38
SPBC17G9.06c,chromosome2,-,2179488,2180492,2179370,2180693,1004,118,201
SPBC17G9.07 ,chromosome2,+,2180931,2181416,2180906,2181455,485,25,39
SPBC17G9.08c ,chromosome2,-,2181745,2184676,2181630,2184869,2931,115,193
SPBC17G9.09 ,chromosome2,+,2187712,2189052,2187455,2189103,1340,257,51
SPBC17G9.10 ,chromosome2,+,2189725,2190249,2189708,2190257,524,17,8
SPBC17G9.11c,chromosome2,-,2190874,2194431,2190702,2194546,3557,172,115
SPBC17G9.12c,chromosome2,-,2195200,2196024,2194994,NA,824,206,NA
SPBC17G9.13c,chromosome2,-,2196584,2197537,NA,2197681,953,NA,144
SPBC1815.01,chromosome2,+,2201237,2202556,2201208,2202631,1319,29,75
SPBC1826.01c ,chromosome2,-,2619704,2625565,2619640,2625916,5861,64,351
SPBC1861.01c,chromosome2,-,4126370,4128568,4126315,4129227,2198,55,659
SPBC1861.02,chromosome2,+,4131702,4133285,4130879,NA,1583,823,NA
SPBC1861.03 ,chromosome2,+,4133719,4135890,NA,4138580,2171,NA,2690
SPBC1861.04c ,chromosome2,-,4135981,4139207,4135981,4139294,3226,0,87
SPBC1861.05,chromosome2,+,4140551,4142794,4140281,4144350,2243,270,1556
SPBC1861.06c,chromosome2,-,4142843,4144144,NA,NA,1301,NA,NA
SPBC1861.07 ,chromosome2,+,4144684,4145098,NA,NA,414,NA,NA
SPBC1861.08c ,chromosome2,-,4145289,4146063,4145285,4146278,774,4,215
SPBC1861.09,chromosome2,+,4147656,4149236,4147486,4149302,1580,170,66
SPBC18A7.01 ,chromosome2,+,2729258,2730613,2729256,2730690,1355,2,77
SPBC18A7.02c ,chromosome2,-,2730736,2732213,2730520,2732336,1477,216,123
SPBC18E5.01,chromosome2,+,2075665,2076693,2075364,2077124,1028,301,431
SPBC18E5.02c ,chromosome2,-,2077163,2078859,2077074,2078935,1696,89,76
SPBC18E5.03c,chromosome2,-,2079489,2080398,2079330,NA,909,159,NA
SPBC18E5.04,chromosome2,+,2081514,2082179,NA,NA,665,NA,NA
SPBC18E5.05c ,chromosome2,-,2082487,2083485,NA,NA,998,NA,NA
SPBC18E5.06,chromosome2,+,2083868,2084184,2083868,2084184,316,0,0
SPBC18E5.07,chromosome2,+,2085622,2087469,2085537,2087793,1847,85,324
SPBC18E5.08,chromosome2,+,2088440,2089000,2088238,2089775,560,202,775
SPBC18E5.09c,chromosome2,-,2090557,2090943,NA,NA,386,NA,NA
SPBC18E5.10 ,chromosome2,+,2092851,2094277,2092851,2094336,1426,0,59
SPBC18E5.11c ,chromosome2,-,2094393,2095848,2093406,2095934,1455,987,86
SPBC18E5.12c ,chromosome2,-,2096528,2098012,2096430,2098028,1484,98,16
SPBC18E5.13 ,chromosome2,+,2098957,2099658,2098791,2099732,701,166,74
SPBC18E5.14c,chromosome2,-,2089944,2090327,NA,NA,383,NA,NA
SPBC18E5.15,chromosome2,+,2091892,2092234,NA,NA,342,NA,NA
SPBC18H10.02,chromosome2,+,1770093,1772249,1770003,1772531,2156,90,282
SPBC18H10.03 ,chromosome2,+,1773023,1773912,1773023,1774241,889,0,329
SPBC18H10.04c,chromosome2,-,1775489,1776897,1775175,1776935,1408,314,38
SPBC18H10.05,chromosome2,+,1780014,1781774,1779244,1781833,1760,770,59
SPBC18H10.06c,chromosome2,-,1781975,1783156,1781945,1783260,1181,30,104
SPBC18H10.07 ,chromosome2,+,1783259,1784006,NA,NA,747,NA,NA
SPBC18H10.08c ,chromosome2,-,1784219,1785535,1783861,1785733,1316,358,198
SPBC18H10.09,chromosome2,+,1786596,1787917,1786501,1787938,1321,95,21
SPBC18H10.10c ,chromosome2,-,1788047,1789031,1787004,1789088,984,1043,57
SPBC18H10.11c,chromosome2,-,1789384,1790682,1789361,1790736,1298,23,54
SPBC18H10.12c,chromosome2,-,1791019,1792215,1791010,1792223,1196,9,8
SPBC18H10.13,chromosome2,+,1792384,1792803,1792384,1792886,419,0,83
SPBC18H10.14,chromosome2,+,1793947,1794540,1793928,1794696,593,19,156
SPBC18H10.15,chromosome2,+,1795240,1796494,1795030,1796517,1254,210,23
SPBC18H10.16,chromosome2,+,1797014,1800212,1796953,1800362,3198,61,150
SPBC18H10.17c ,chromosome2,-,1800731,1801258,1800250,1801302,527,481,44
SPBC18H10.18c,chromosome2,-,1802356,1803129,1802123,1803286,773,233,157
SPBC18H10.19,chromosome2,+,1807057,1807980,NA,1808123,923,NA,143
SPBC18H10.20c,chromosome2,-,1808402,1809487,1808336,1810318,1085,66,831
SPBC1921.01c ,chromosome2,-,2405504,2405961,2405364,2405969,457,140,8
SPBC1921.02,chromosome2,+,2406832,2408102,2406832,2408230,1270,0,128
SPBC1921.03c,chromosome2,-,2408304,2410094,2408230,2410094,1790,74,0
SPBC1921.04c,chromosome2,-,2411051,2411404,NA,NA,353,NA,NA
SPBC1921.05 ,chromosome2,+,2413507,2416155,2413011,2416307,2648,496,152
SPBC1921.06c,chromosome2,-,2417166,2418302,2417024,2418459,1136,142,157
SPBC1921.07c ,chromosome2,-,2419146,2419981,2419059,2420046,835,87,65
SPBC19C2.01,chromosome2,+,1670582,1673749,1670453,1673751,3167,129,2
SPBC19C2.02,chromosome2,+,1674066,1675102,1674066,1675348,1036,0,246
SPBC19C2.03,chromosome2,+,1675735,1675979,1675682,1676340,244,53,361
SPBC19C2.04c ,chromosome2,-,1676524,1677576,1676502,1677988,1052,22,412
SPBC19C2.05,chromosome2,+,1682861,1684273,1681782,1684372,1412,1079,99
SPBC19C2.06c,chromosome2,-,1686768,1687205,NA,NA,437,NA,NA
SPBC19C2.07,chromosome2,+,1688367,1689443,1688332,1689536,1076,35,93
SPBC19C2.08 ,chromosome2,+,1690148,1690978,1690143,1691084,830,5,106
SPBC19C2.09,chromosome2,+,1691828,1694530,1691405,1694652,2702,423,122
SPBC19C2.10,chromosome2,+,1695221,1696841,1695097,1697131,1620,124,290
SPBC19C2.11c ,chromosome2,-,1697735,1699093,1697510,1699219,1358,225,126
SPBC19C2.12 ,chromosome2,+,1700082,1700706,1699988,1700706,624,94,0
SPBC19C2.13c,chromosome2,-,1700873,1701973,1700817,1702082,1100,56,109
SPBC19C2.14,chromosome2,+,1702182,1702628,1702182,1702688,446,0,60
SPBC19C2.15c ,chromosome2,-,1703036,1703764,1703012,1703781,728,24,17
SPBC19C7.01,chromosome2,-,2812516,2813154,2812148,2813190,638,368,36
SPBC19C7.02,chromosome2,+,2813349,2819225,2813185,2819294,5876,164,69
SPBC19C7.03,chromosome2,+,2820008,2825086,2819850,2825130,5078,158,44
SPBC19C7.04c,chromosome2,-,2825692,2826066,2825395,2826661,374,297,595
SPBC19C7.05 ,chromosome2,+,2830189,2830641,2829800,2831287,452,389,646
SPBC19C7.06 ,chromosome2,+,2831823,2833973,2831780,2834033,2150,43,60
SPBC19C7.07c ,chromosome2,-,2834178,2835032,2834086,2835185,854,92,153
SPBC19C7.08c ,chromosome2,-,2835338,2837383,2835338,2837449,2045,0,66
SPBC19C7.09c,chromosome2,-,2837786,2839585,2837662,2839915,1799,124,330
SPBC19C7.10 ,chromosome2,+,2840857,2842411,2840850,2842722,1554,7,311
SPBC19C7.11 ,chromosome2,+,2843141,2845579,2843002,2845579,2438,139,0
SPBC19C7.12c ,chromosome2,-,2845923,2847095,2845643,2847515,1172,280,420
SPBC19F5.01c,chromosome2,-,3699573,3700652,3699573,NA,1079,0,NA
SPBC19F5.02c ,chromosome2,-,3703742,3705874,3703525,3706280,2132,217,406
SPBC19F5.03 ,chromosome2,+,3706732,3708528,3706665,3708863,1796,67,335
SPBC19F5.04 ,chromosome2,+,3709272,3711202,3709250,3711230,1930,22,28
SPBC19F5.05c ,chromosome2,-,3711604,3713619,3711604,3713649,2015,0,30
SPBC19F8.01c,chromosome2,-,3228880,3230492,NA,NA,1612,NA,NA
SPBC19F8.02,chromosome2,+,3231521,3232021,3231410,3232021,500,111,0
SPBC19F8.03c ,chromosome2,-,3232304,3234299,3232124,3234431,1995,180,132
SPBC19F8.04c,chromosome2,-,3234821,3235513,3234655,3235696,692,166,183
SPBC19F8.05,chromosome2,+,3238363,3239019,3238171,3241471,656,192,2452
SPBC19F8.06c,chromosome2,-,3239223,3240947,NA,NA,1724,NA,NA
SPBC19F8.07,chromosome2,+,3243429,3244436,3243013,3244720,1007,416,284
SPBC19F8.08 ,chromosome2,+,3245143,3245931,3245143,3245980,788,0,49
SPBC19G7.01c,chromosome2,-,2344457,2347542,2344368,2347731,3085,89,189
SPBC19G7.02 ,chromosome2,+,2348284,2349112,2348108,2349206,828,176,94
SPBC19G7.03c ,chromosome2,-,2349078,2349435,2349049,2349435,357,29,0
SPBC19G7.04 ,chromosome2,+,2349593,2350766,NA,NA,1173,NA,NA
SPBC19G7.05c,chromosome2,-,2351054,2356243,2351022,2357349,5189,32,1106
SPBC19G7.06,chromosome2,+,2359429,2361092,NA,NA,1663,NA,NA
SPBC19G7.07c,chromosome2,-,2361195,2363340,2361195,2363566,2145,0,226
SPBC19G7.08c,chromosome2,-,2364279,2365730,2363900,2365730,1451,379,0
SPBC19G7.09,chromosome2,+,2367117,2368823,2367117,2368955,1706,0,132
SPBC19G7.10c ,chromosome2,-,2369064,2371583,2368905,2371583,2519,159,0
SPBC19G7.13,chromosome2,+,2374174,2375631,2373956,2375996,1457,218,365
SPBC19G7.14c ,chromosome2,-,2375740,2377064,2375740,2377319,1324,0,255
SPBC19G7.15,chromosome2,+,2378035,2379290,2377980,2379572,1255,55,282
SPBC19G7.16,chromosome2,+,2380663,2381949,2380610,2382156,1286,53,207
SPBC19G7.17 ,chromosome2,+,2382465,2384277,2382425,2384577,1812,40,300
SPBC19G7.18c,chromosome2,-,2372072,2372924,2372072,2373131,852,0,207
SPBC1A4.01,chromosome2,+,1973367,1974065,NA,NA,698,NA,NA
SPBC1A4.02c,chromosome2,-,1974488,1975603,1974488,1975645,1115,0,42
SPBC1A4.03c,chromosome2,-,1976253,1980766,1976197,1981255,4513,56,489
SPBC1A4.04,chromosome2,+,1983273,1984022,1982635,1984283,749,638,261
SPBC1A4.05,chromosome2,+,1984516,1986671,1984445,1986701,2155,71,30
SPBC1A4.06c ,chromosome2,-,1987076,1988353,1987033,1988408,1277,43,55
SPBC1A4.07c ,chromosome2,-,1988986,1990352,1988570,1990352,1366,416,0
SPBC1A4.08c ,chromosome2,-,1990769,1992463,1990613,1992475,1694,156,12
SPBC1A4.09 ,chromosome2,+,1993927,1995969,1993927,1995997,2042,0,28
SPBC1A4.10c,chromosome2,-,1996289,1998928,1996053,1999077,2639,236,149
SPBC1A4.11c,chromosome2,-,1993276,1993650,1992973,1993650,374,303,0
SPBC1D7.01 ,chromosome2,-,1756510,1757096,1755925,1757240,586,585,144
SPBC1D7.02c,chromosome2,+,1753589,1755286,1752456,1755480,1697,1133,194
SPBC1D7.03 ,chromosome2,-,1746041,1747426,1745034,1747786,1385,1007,360
SPBC1D7.04,chromosome2,-,1744113,1744712,1743993,1744761,599,120,49
SPBC1D7.05,chromosome2,-,1740317,1742296,1740246,1742296,1979,71,0
SPBC1E8.02 ,chromosome2,+,1958125,1959936,1958105,1959976,1811,20,40
SPBC1E8.03c,chromosome2,-,1960384,1961817,1960030,1962397,1433,354,580
SPBC1E8.04,chromosome2,+,1965390,1969387,NA,NA,3997,NA,NA
SPBC1E8.05,chromosome2,+,1970914,1971867,1970648,1972903,953,266,1036
SPBC20F10.01,chromosome2,+,3283373,3284083,3283329,3284316,710,44,233
SPBC20F10.02c,chromosome2,-,3284618,3286420,NA,3286460,1802,NA,40
SPBC20F10.03,chromosome2,+,3287750,3289090,3287725,3289323,1340,25,233
SPBC20F10.04c,chromosome2,-,3289466,3290628,3289466,3290698,1162,0,70
SPBC20F10.05,chromosome2,+,3291032,3294032,3290915,3294051,3000,117,19
SPBC20F10.06,chromosome2,+,3294275,3294973,3294275,3295098,698,0,125
SPBC20F10.07,chromosome2,+,3295995,3298289,3295648,3298451,2294,347,162
SPBC20F10.08c,chromosome2,-,3298583,3300826,3298455,3301258,2243,128,432
SPBC20F10.09 ,chromosome2,+,3301304,3301741,3301304,3302081,437,0,340
SPBC20F10.10 ,chromosome2,+,3303306,3304037,3303292,NA,731,14,NA
SPBC21.01,chromosome2,+,3214271,3215685,3214247,3215895,1414,24,210
SPBC21.02,chromosome2,+,3216269,3217913,3216269,3218764,1644,0,851
SPBC21.03c,chromosome2,-,3217985,3218947,NA,NA,962,NA,NA
SPBC21.04,chromosome2,+,3219604,3220343,3219420,3220571,739,184,228
SPBC21.05c,chromosome2,-,3220346,3222181,3219965,3222332,1835,381,151
SPBC21.06c,chromosome2,-,3222781,3226430,3222719,3226515,3649,62,85
SPBC21.07c,chromosome2,-,3226820,3228287,NA,NA,1467,NA,NA
SPBC211.01 ,chromosome2,+,3870305,3871045,3870230,3872157,740,75,1112
SPBC211.02c,chromosome2,-,3871208,3873638,3871165,3873641,2430,43,3
SPBC211.03c ,chromosome2,-,3875452,3879840,3875237,NA,4388,215,NA
SPBC211.04c,chromosome2,-,3880318,3882996,NA,3883046,2678,NA,50
SPBC211.05 ,chromosome2,+,3883221,3883595,NA,3883650,374,NA,55
SPBC211.06,chromosome2,+,3883933,3885666,3883765,3885666,1733,168,0
SPBC211.07c ,chromosome2,-,3886012,3886566,3885743,3886900,554,269,334
SPBC211.08c,chromosome2,-,3887467,3888278,3887445,3888278,811,22,0
SPBC215.01 ,chromosome2,+,4024572,4027076,4024341,4027205,2504,231,129
SPBC215.02,chromosome2,+,4027418,4028044,4027418,4028301,626,0,257
SPBC215.03c,chromosome2,-,4028117,4029559,4028025,4029569,1442,92,10
SPBC215.04,chromosome2,+,4030555,4030862,4030555,4031385,307,0,523
SPBC215.05,chromosome2,+,4035814,4036971,4035616,4037542,1157,198,571
SPBC215.06c,chromosome2,-,4038119,4038655,4038038,4038862,536,81,207
SPBC215.07c,chromosome2,-,4039416,4041122,4039191,4041170,1706,225,48
SPBC215.08c ,chromosome2,-,4041736,4045218,4041506,4045410,3482,230,192
SPBC215.09c ,chromosome2,-,4045979,4047226,4045900,4047280,1247,79,54
SPBC215.10,chromosome2,+,4049179,4050087,4048926,4050137,908,253,50
SPBC215.11c,chromosome2,-,4050462,4051382,4050410,4051402,920,52,20
SPBC215.12,chromosome2,+,4052604,4055696,4052558,4055749,3092,46,53
SPBC215.13,chromosome2,+,4056168,4057772,4056075,4058115,1604,93,343
SPBC215.14c,chromosome2,-,4058394,4059074,4058224,4059266,680,170,192
SPBC215.15,chromosome2,+,4060033,4061002,4060033,4061137,969,0,135
SPBC216.01c ,chromosome2,-,894565,897133,894422,897395,2568,143,262
SPBC216.02,chromosome2,+,898075,900981,NA,NA,2906,NA,NA
SPBC216.03,chromosome2,+,901942,902685,901680,902836,743,262,151
SPBC216.04c ,chromosome2,-,903156,903572,903061,903775,416,95,203
SPBC216.05,chromosome2,+,904365,911525,904269,912849,7160,96,1324
SPBC216.06c,chromosome2,-,911603,914593,911603,914774,2990,0,181
SPBC216.07c,chromosome2,-,915271,922284,915268,922309,7013,3,25
SPBC21B10.02,chromosome2,-,1669719,1670144,NA,NA,425,NA,NA
SPBC21B10.03c ,chromosome2,+,1667059,1669434,1666988,1669628,2375,71,194
SPBC21B10.04c,chromosome2,+,1664582,1664950,1664516,1665507,368,66,557
SPBC21B10.05c,chromosome2,+,1662947,1663891,1662947,1664181,944,0,290
SPBC21B10.06c,chromosome2,+,1660863,1662389,1660723,1662644,1526,140,255
SPBC21B10.07 ,chromosome2,-,1657186,1658445,1657141,1659073,1259,45,628
SPBC21B10.08c,chromosome2,+,1655946,1656777,1655937,1656868,831,9,91
SPBC21B10.09 ,chromosome2,-,1652519,1654275,1652135,1654451,1756,384,176
SPBC21B10.10,chromosome2,-,1651022,1651810,1651012,1651811,788,10,1
SPBC21B10.11 ,chromosome2,-,1650289,1650550,1649990,1650658,261,299,108
SPBC21B10.12,chromosome2,-,1649038,1649671,1648948,1649671,633,90,0
SPBC21B10.13c ,chromosome2,+,1648235,1648840,1648230,NA,605,5,NA
SPBC21C3.01c ,chromosome2,-,3789386,3798703,3789105,3798732,9317,281,29
SPBC21C3.02c ,chromosome2,-,3799531,3801006,3799447,3801154,1475,84,148
SPBC21C3.03,chromosome2,+,3802251,3804330,3801978,3804400,2079,273,70
SPBC21C3.04c ,chromosome2,-,3804575,3804901,3803461,3805005,326,1114,104
SPBC21C3.05,chromosome2,+,3805802,3806834,3805775,NA,1032,27,NA
SPBC21C3.06,chromosome2,+,3807090,3807458,NA,3807918,368,NA,460
SPBC21C3.07c ,chromosome2,-,3807714,3808795,NA,NA,1081,NA,NA
SPBC21C3.08c ,chromosome2,-,3809411,3810727,3809128,3810830,1316,283,103
SPBC21C3.09c ,chromosome2,-,3811374,3812188,NA,3812373,814,NA,185
SPBC21C3.10c ,chromosome2,-,3812462,3813268,NA,NA,806,NA,NA
SPBC21C3.11 ,chromosome2,+,3815525,3816802,3815507,3816882,1277,18,80
SPBC21C3.12c,chromosome2,-,3817041,3817415,3817041,3817542,374,0,127
SPBC21C3.13,chromosome2,+,3818298,3818888,3818298,3818974,590,0,86
SPBC21C3.14c,chromosome2,-,3819384,3821909,3819083,3822056,2525,301,147
SPBC21C3.15c,chromosome2,-,3822568,3824136,3822494,NA,1568,74,NA
SPBC21C3.16c,chromosome2,-,3824636,3824953,NA,3824965,317,NA,12
SPBC21C3.17c,chromosome2,-,3825604,3826214,3825300,3826287,610,304,73
SPBC21C3.18,chromosome2,+,3827178,3828849,NA,NA,1671,NA,NA
SPBC21C3.19,chromosome2,+,3830167,3830487,3830083,3830907,320,84,420
