Chrom,Strand,Internal ID,Feature class Level 1,Gene Class level 2,Husinga 2004 Gene Class,Systematic ID,Common Name,SGD_Start,SGD_End,SGD_Left,SGD_Right,SGD_Length,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Left,Experiment_Right,Experiment_Length,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Left,NFR/NDR_Right,"NFR/NDR_Dyad-to-Dyad_Length (""9999"" denotes imputed dyad location)",NFR/NDR_Midpoint,Sector_Start,Sector_End,Sector_Left,Sector_Right,Reference Binding Event for Promoter,REF,REF_Coor,REF_type,REF_strand,STM_YPD,SAGA_HS,TF,Cofactor,Bound TF motif,"Consolidated TF
(motif or CX that overlaps Cofactor peak)","Sua7 count
(11743)","Ssl2 count
(11747)","Tfg1 count
(12099)","Tfa1 count
(12101)","Toa1 count
(17053)","Kin28 count
(17983)","Taf2 count
(11846)",PlusOne_Dyad,PlusOne_ID,Median Occupancy,Median Variance,MinusOne_Dyad,MinusOne_ID,Median Occupancy,Median Variance,"MinusOne
Stability (from Kubik Mol Cell 215 (https://doi.org/1.116/j.molcel.215.1.2))",Head_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Head_Assoc_Type,ClosestID_orientation,Tail_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Tail_Assoc_Type,ClosestID_orientation,TATA_type,TATA left,TATA right,"Fragile vs Stable ""-1"" nucleosomes from Kubik Mol Cell 2015 (https://doi.org/10.1016/j.molcel.2015.10.002)",GO (Gene Ontology) description
chr14,-,30851,03_TFO,03a_TF,TFIID-dominated,YNL280C,ERG24,110411,109095,109095,110411,1316,ST6437,110479,108950,108950,110479,1529,110881,110494,110494,110881,387,110688,110881,108850,108850,110881,Ste12_12862_Motif_1_chr14_110744_110744_+,Ste12,110744,Motif,+,.,.,Reb1_CX_chr14_110725_110726,Dig1_CX_chr14_110757_110758,Ste12_12862_Motif_1_chr14_110744_110744_+,,1071,910,693,725,565,390,396,110494,nuc_chr14-110494,119.563905,40.18458763,110881,nuc_chr14-110881,125.3514849,38.77479436,fragile,X_H,221,T_XUT_14R-40,110397,110700,-,T,Tandem,T_X,523,T_YNL282W,40389,108427,+,T,Divergent,TATA_like,110586,110594,fragile,ERG24_C-14 sterol reductase_YNL280C|delta(14)-sterol reductase_S0005224
chr15,-,30852,03_TFO,03b_COF,TFIID-dominated,YOL041C,NOP12,252646,251267,251267,252646,1379,ST6701,252703,251174,251174,252703,1529,252938,252645,252645,252938,293,252792,252938,251074,251074,252938,Abf1_CX_chr15_252920_252921,Abf1,252920,CX,.,.,.,Abf1_CX_chr15_252920_252921,Ume1_CX_chr15_252930_252931,.,,987,878,745,543,431,355,367,252645,nuc_chr15-252645,115.8986612,29.35044963,252938,nuc_chr15-252938,121.3596578,42.53471321,fragile,X_H,383,T_YOL040C,10005,253086,-,T,Tandem,T_X,1412,H_YOL042W,41211,249762,+,H,Divergent,TATA_like,252731,252739,fragile,NOP12_Nucleolar protein involved in pre-25S rRNA processing_YOL041C_S0005401
chr3,+,30853,03_TFO,03a_TF,TFIID-dominated,YCL048W,SPS22,42165,43556,42165,43556,1391,imputed,42095,43626,42095,43626,1531,41834,42126,41834,42126,292,41980,41834,43726,41834,43726,Sum1_11809_Motif_3_chr3_42123_42123_-,Sum1,42123,Motif,-,.,.,Sum1_CX_chr3_42121_42122,.,Sum1_11809_Motif_3_chr3_42123_42123_-,,70,77,80,72,134,126,116,42126,nuc_chr3-42126,104.3290267,28.26896551,41834,nuc_chr3-41834,97.28679008,36.78502091,,X_H,286,T_YCL048W-A,50060,41809,+,T,Tandem,T_X,827,H_YCL047C,30356,44453,-,H,Divergent, , , ,,"SPS22_Protein of unknown function_YCL048W_{Homologous Gene Pair = YDR522C, SPS2, 0.42}_S0000553"
chr5,-,30854,03_TFO,03b_COF,TFIID-dominated,YER089C,PTC2,337340,335946,335946,337340,1394,imputed,337410,335876,335876,337410,1534,337921,337416,337416,337921,505,337669,337921,335776,335776,337921,Abf1_CX_chr5_337775_337776,Abf1,337775,CX,.,.,.,Abf1_CX_chr5_337775_337776,.,.,,122,108,144,113,147,96,199,337416,nuc_chr5-337416,81.3195111,34.67580495,337921,nuc_chr5-337921,122.512441,35.53818523,stable,X_H,458,H_YER090W,31007,337868,+,H,Divergent,T_X,579,H_YER088C,41901,335297,-,H,Tandem,TATA_like,337700,337708,stable,"PTC2_Type 2C protein phosphatase (PP2C)_YER089C|type 2C protein phosphatase PTC2_{Homologous Gene Pair = YBL056W, PTC3, 0.6}_S0000891"
chr5,+,30855,03_TFO,03a_TF,TFIID-dominated,YER059W,PCL6,272624,273886,272624,273886,1262,ST0892,272466,274003,272466,274003,1537,272226,272503,272226,272503,277,272365,272226,274103,272226,274103,Rsc1_CX_chr5_272358_272359,Rsc1,272358,CX,.,.,.,.,Rsc1_CX_chr5_272358_272359,.,,454,275,348,341,237,225,158,272503,nuc_chr5-272503,104.9538927,33.71814135,272226,nuc_chr5-272226,98.86465579,37.27557351,stable,H_H,195,H_CUT555,90039,272271,-,H,Divergent,T_X,431,H_YER060W,41779,274434,+,H,Tandem,TATA_like,272430,272438,stable,"PCL6_Pho85p cyclin of the Pho80p subfamily_YER059W_{Homologous Gene Pair = YIL050W, PCL7, 0.45}_S0000861"
chr15,+,30856,03_TFO,03a_TF,SAGA-dominated,YOR134W,BAG7,578564,579793,578564,579793,1229,ST3172,578408,579945,578408,579945,1537,577973,578356,577973,578356,383,578165,577973,580045,577973,580045,Ume6_11017_Motif_1_chr15_578046_578046_+,Ume6,578046,Motif,+,.,.,Ume6_CX_chr15_578044_578045,.,Ume6_11017_Motif_1_chr15_578046_578046_+,,73,171,93,130,136,141,180,578356,nuc_chr15-578356,170.4003065,42.81711267,577973,nuc_chr15-577973,137.1016748,37.3532037,stable,X_H,599,T_YOR133W,42139,577809,+,T,Tandem,T_X,4,H_SUT782,100218,579949,-,H,Divergent, , , ,stable,"BAG7_Rho GTPase activating protein (RhoGAP)_YOR134W_{Homologous Gene Pair = YDR389W, SAC7, 0.39}_S0005660"
chr10,+,30857,03_TFO,03a_TF,TFIID-dominated,YJL049W,CHM7,345973,347325,345973,347325,1352,ST1796,345900,347437,345900,347437,1537,345702,345996,345702,345996,294,345849,345702,347537,345702,347537,Rap1_15258_Motif_1_chr10_345858_345858_+,Rap1,345858,Motif,+,.,.,Rap1_CX_chr10_345856_345857,Nhp6a_CX_chr10_345861_345862,Rap1_15258_Motif_1_chr10_345858_345858_+,,319,216,250,225,192,130,251,345996,nuc_chr10-345996,106.1621548,37.68188654,345702,nuc_chr10-345702,96.89411112,32.55690791,stable,X_H,103,T_YJL050W,42285,345797,+,T,Tandem,T_X,1355,T_YJL047C-A,30103,348792,-,T,Divergent,TATA_like,345918,345926,stable,"CHM7_Yeast homolog of human CHMP7, localizes to the endoplasmic reticulum_YJL049W_S0003585"
chr11,+,30858,03_TFO,03a_TF,TFIID-dominated,YKR059W,TIF1,554987,556174,554987,556174,1187,ST2088,554857,556394,554857,556394,1537,554617,554982,554617,554982,365,554800,554617,556494,554617,556494,Fkh1_11009_Motif_1_chr11_554766_554766_+,Fkh1,554766,Motif,+,.,.,Abf1_CX_chr11_554793_554794,.,Fkh1_11009_Motif_1_chr11_554766_554766_+,,2488,1522,1410,1172,963,623,827,554982,nuc_chr11-554982,69.6397704,37.82200955,554617,nuc_chr11-554617,66.63024891,38.18305114,fragile,X_H,135,T_YKR058W,41817,554722,+,T,Tandem,T_X,63,H_YKR060W,40602,556457,+,H,Tandem,TATA_like,554875,554883,fragile,"TIF1_Translation initiation factor eIF4A_YKR059W|eIF4A|translation initiation factor eIF4A_{Homologous Gene Pair = YJL138C, TIF2, 1}_S0001767"
chr15,+,30859,03_TFO,03a_TF,TFIID-dominated,YOR099W,KTR1,511825,513006,511825,513006,1181,ST3148,511640,513177,511640,513177,1537,511187,511761,511187,511761,574,511474,511187,513277,511187,513277,Cbf1_10352_Motif_1_chr15_511386_511386_+,Cbf1,511386,Motif,+,.,.,Abf1_CX_chr15_511422_511423,Vid22_CX_chr15_511409_511410,Cbf1_10352_Motif_1_chr15_511386_511386_+,,980,640,632,508,409,363,415,511761,nuc_chr15-511761,81.39387051,38.87053298,511187,nuc_chr15-511187,109.4908913,36.81098506,fragile,H_H,379,H_YOR098C,31613,511261,-,H,Divergent,T_X,1140,H_YOR100C,41028,514317,-,H,Divergent,TATA_like,511592,511600,fragile,"KTR1_Alpha-1,2-mannosyltransferase_YOR099W|alpha-1,2-mannosyltransferase KTR1_S0005625"
chr15,-,30860,03_TFO,03a_TF,TFIID-dominated,YOR051C,ETT1,426084,424846,424846,426084,1238,ST6760,426196,424659,424659,426196,1537,426526,426083,426083,426526,443,426305,426526,424559,424559,426526,Fkh1_11009_Motif_1_chr15_426396_426396_-,Fkh1,426396,Motif,-,.,.,Fkh1_CX_chr15_426373_426374,.,Fkh1_11009_Motif_1_chr15_426396_426396_-,,417,333,211,153,231,187,145,426083,nuc_chr15-426083,113.9257493,36.248317,426526,nuc_chr15-426526,118.9427787,45.99827293,fragile,X_H,319,T_YOR052C,20161,426515,-,T,Tandem,T_X,719,H_YOR049C,30750,423940,-,H,Tandem,TATA_like,426176,426184,fragile,ETT1_Nuclear protein that inhibits replication of Brome mosaic virus_YOR051C|NRO1|YOR29-02_S0005577
chr7,+,30861,03_TFO,03b_COF,TFIID-dominated,YGL172W,NUP49,180700,182118,180700,182118,1418,ST1090,180668,182205,180668,182205,1537,180411,180725,180411,180725,314,180568,180411,182305,180411,182305,Abf1_CX_chr7_180690_180691,Abf1,180690,CX,.,.,.,Abf1_CX_chr7_180690_180691,.,.,,873,590,588,560,292,332,286,180725,nuc_chr7-180725,126.5191231,34.77055926,180411,nuc_chr7-180411,59.41515119,38.86490772,stable,H_H,155,H_YGL173C,31745,180513,-,H,Divergent,T_X,167,H_YGL171W,41594,182372,+,H,Tandem,TATA_like,180594,180602,stable,NUP49_FG-nucleoporin component of central core of the nuclear pore complex_YGL172W|NSP49|FG-nucleoporin NUP49_S0003140
chr14,+,30862,03_TFO,03b_COF,TFIID-dominated,YNL207W,RIO2,255353,256630,255353,256630,1277,ST2784,255225,256762,255225,256762,1537,254976,255275,254976,255275,299,255126,254976,256862,254976,256862,Abf1_CX_chr14_255190_255191,Abf1,255190,CX,.,.,.,Abf1_CX_chr14_255190_255191,.,.,,842,568,559,505,409,283,296,255275,nuc_chr14-255275,148.2772155,42.42804232,254976,nuc_chr14-254976,101.4599534,33.98650601,stable,X_H,119,T_YNL208W,20160,255106,+,T,Tandem,T_X,1428,H_YNL206C,41348,258190,-,H,Divergent,TATA_like,255152,255160,stable,RIO2_Essential serine kinase involved in the processing of 20S pre-rRNA_YNL207W|protein kinase RIO2_S0005151
chr5,-,30863,03_TFO,03b_COF,TFIID-dominated,YEL002C,WBP1,150014,148722,148722,150014,1292,ST4527,150086,148549,148549,150086,1537,150320,149996,149996,150320,324,150158,150320,148449,148449,150320,Reb1_impute_chr5_150164_-,Reb1,150164,impute,-,.,.,Reb1_impute_chr5_150164_-,.,.,,671,450,459,346,312,275,261,149996,nuc_chr5-149996,113.1971581,38.29395546,150320,nuc_chr5-150320,69.69814114,36.20362302,fragile,X_H,135,T_YEL001C,30255,150221,-,T,Tandem,T_X,427,T_YEL004W,40948,148122,+,T,Divergent,TATA_like,150135,150143,fragile,WBP1_Beta subunit of the oligosaccharyl transferase glycoprotein complex_YEL002C|dolichyl-diphosphooligosaccharide-protein glycotransferase_S0000728
chr13,+,30864,03_TFO,03a_TF,TFIID-dominated,YMR133W,REC114,536207,537609,536207,537609,1402,imputed,536137,537679,536137,537679,1542,535436,536083,535436,536083,647,535760,535436,537779,535436,537779,Fkh1_CX_chr13_535803_535804,Fkh1,535803,CX,.,.,.,Fkh1_CX_chr13_535803_535804,.,.,,49,90,57,78,150,80,129,536083,nuc_chr13-536083,83.84576076,32.91224457,535436,nuc_chr13-535436,130.0427509,36.42355979,,X_H,159,T_CUT302,90091,535978,+,T,Tandem,T_X,106,H_YMR134W,30381,537785,+,H,Tandem, , , ,,REC114_Protein involved in early stages of meiotic recombination_YMR133W_S0004740
chr12,+,30865,03_TFO,03a_TF,TFIID-dominated,YLR210W,CLB4,562008,563390,562008,563390,1382,ST2278,561950,563493,561950,563493,1543,561709,561977,561709,561977,268,561843,561709,563593,561709,563593,Fkh1_11009_Motif_1_chr12_561864_561864_-,Fkh1,561864,Motif,-,.,.,Fkh1_CX_chr12_561847_561848,.,Fkh1_11009_Motif_1_chr12_561864_561864_-,,878,513,621,548,262,279,245,561977,nuc_chr12-561977,121.9265295,31.9718783,561709,nuc_chr12-561709,83.54793914,31.5477378,stable,H_H,187,H_YLR209C,30574,561763,-,H,Divergent,T_X,1094,H_YLR211C,40915,564587,-,H,Divergent,TATA_like,561929,561937,stable,"CLB4_B-type cyclin involved in cell cycle progression_YLR210W|B-type cyclin CLB4_{Homologous Gene Pair = YDL155W, CLB3, 0.46}_S0004200"
chr6,+,30866,03_TFO,03a_TF,SAGA-dominated,YFR055W,IRC7,264204,265226,264204,265226,1022,ST1036,264157,265702,264157,265702,1545,263761,264112,263761,264112,351,263937,263761,265802,263761,265802,Mac1_CX_chr6_264020_264021,Mac1,264020,CX,.,.,.,Mac1_CX_chr6_264020_264021,.,.,,713,423,670,459,395,275,232,264112,nuc_chr6-264112,74.18108103,38.51854262,263761,nuc_chr6-263761,99.73034855,42.46960946,stable,X_H,307,H_CUT581,90260,263850,-,H,Divergent,T_X,3289,H_YFR057W,50103,268991,+,H,Tandem,TATA_box,264094,264102,stable,IRC7_Beta-lyase involved in the production of thiols_YFR055W|cysteine-S-conjugate beta-lyase IRC7_S0001952
chr13,+,30867,03_TFO,03a_TF,TFIID-dominated,YMR027W,,325877,327289,325877,327289,1412,ST2526,325801,327346,325801,327346,1545,325554,325844,325554,325844,290,325699,325554,327446,325554,327446,Rap1_15258_Motif_1_chr13_325685_325685_+,Rap1,325685,Motif,+,.,.,Rap1_CX_chr13_325684_325685,.,Rap1_15258_Motif_1_chr13_325685_325685_+,,762,473,490,404,281,310,251,325844,nuc_chr13-325844,139.3214691,28.3855458,325554,nuc_chr13-325554,221.0766467,32.87724672,stable,H_H,243,H_YMR026C,30747,325558,-,H,Divergent,T_X,63,H_YMR028W,40905,327409,+,H,Tandem,TATA_like,325726,325734,stable,"YMR027W_A metal-dependent phosphatase, part of the DUF89 protein family_YMR027W|putative methyltransferase_S0004629"
chr4,-,30868,03_TFO,03b_COF,TFIID-dominated,YDL005C,MED2,442309,441014,441014,442309,1295,ST4153,442360,440815,440815,442360,1545,442632,442307,442307,442632,325,442470,442632,440715,440715,442632,Reb1_12467_Motif_1_chr4_442476_442476_+,Reb1,442476,Motif,+,.,.,Reb1_CX_chr4_442475_442476,.,Reb1_12467_Motif_1_chr4_442476_442476_+,,720,536,518,543,348,268,331,442307,nuc_chr4-442307,155.1569198,32.60144159,442632,nuc_chr4-442632,105.8029509,43.69393394,stable,X_H,627,H_YDL004W,30224,442987,+,H,Divergent,T_X,35,T_YDL006W,40929,440780,+,T,Divergent,TATA_like,442348,442356,stable,MED2_Subunit of the RNA polymerase II mediator complex_YDL005C_S0002163
chr15,-,30869,03_TFO,03b_COF,TFIID-dominated,YOR046C,DBP5,415907,414459,414459,415907,1448,ST6756,415957,414412,414412,415957,1545,416152,415895,415895,416152,257,416024,416152,414312,414312,416152,Reb1_12467_Motif_1_chr15_416045_416045_+,Reb1,416045,Motif,+,.,.,Reb1_CX_chr15_416044_416045,.,Reb1_12467_Motif_1_chr15_416045_416045_+,,511,491,477,407,309,218,396,415895,nuc_chr15-415895,131.2832516,32.88835316,416152,nuc_chr15-416152,97.05429632,33.13965961,fragile,X_H,239,T_YOR047C,20521,416196,-,T,Tandem,T_T,35,T_YOR045W,30108,414377,+,T,Divergent,TATA_like,415986,415994,fragile,DBP5_Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family_YOR046C|RAT8|ATP-dependent RNA helicase DBP5_S0005572
chr15,+,30870,03_TFO,03a_TF,TFIID-dominated,YOR315W,SFG1,904760,905800,904760,905800,1040,ST3274,904621,906174,904621,906174,1553,904499,904657,904499,904657,158,904578,904499,906274,904499,906274,Snf2_CX_chr15_904656_904657,Snf2,904656,CX,.,.,.,.,Snf2_CX_chr15_904656_904657,.,,2991,1721,1640,1712,657,887,283,904657,nuc_chr15-904657,128.8953503,37.81300031,904499,nuc_chr15-904499,50.54495064,39.49033146,stable,X_H,1179,H_YOR313C,41518,903442,-,H,Divergent,T_X,1531,T_YOR316C-A,30089,907705,-,T,Divergent,TATA_like,904613,904621,stable,SFG1_Nuclear protein putative transcription factor_YOR315W_S0005842
chr7,+,30871,03_TFO,03a_TF,TFIID-dominated,YGR059W,SPR3,607563,609101,607563,609101,1538,ST1238,607582,609135,607582,609135,1553,607129,607594,607129,607594,465,607362,607129,609235,607129,609235,Abf1_15254_Motif_1_chr7_607254_607254_+,Abf1,607254,Motif,+,.,.,Abf1_CX_chr7_607254_607255,.,Abf1_15254_Motif_1_chr7_607254_607254_+,,59,239,67,87,120,176,145,607594,nuc_chr7-607594,163.5161487,29.15095502,607129,nuc_chr7-607129,118.6145368,32.64042856,,X_H,279,T_YGR058W,40900,607303,+,T,Tandem,T_X,449,H_snR48,120052,609584,+,H,Tandem, , , ,,SPR3_Sporulation-specific homolog of the CDC3/10/11/12 family of genes_YGR059W|septin SPR3_S0003291
chr2,-,30872,03_TFO,03a_TF,TFIID-dominated,YBL086C,,62602,61202,61202,62602,1400,ST3693,62768,61215,61215,62768,1553,62906,62657,62657,62906,249,62782,62906,61115,61115,62906,Ume6_11017_Motif_1_chr2_62837_62837_-,Ume6,62837,Motif,-,.,.,Ume6_CX_chr2_62837_62838,.,Ume6_11017_Motif_1_chr2_62837_62837_-,,303,158,224,228,225,168,135,62657,nuc_chr2-62657,152.2595631,36.50518608,62906,nuc_chr2-62906,202.1798026,34.66065142,stable,X_H,576,H_ACS_2_63374_-,160007,63344,-,H,Tandem,T_X,366,H_YBL087C,10099,60849,-,H,Tandem, , , ,stable,YBL086C_Protein of unknown function_YBL086C_S0000182
chr2,-,30873,03_TFO,03a_TF,TFIID-dominated,YBR029C,CDS1,297742,296369,296369,297742,1373,ST3757,297860,296307,296307,297860,1553,298055,297767,297767,298055,288,297911,298055,296207,296207,298055,Ino4_15653_Motif_1_chr2_297900_297900_-,Ino4,297900,Motif,-,.,.,Abf1_CX_chr2_297944_297945,.,Ino4_15653_Motif_1_chr2_297900_297900_-,,788,604,626,589,390,378,402,297767,nuc_chr2-297767,153.7830458,35.28487981,298055,nuc_chr2-298055,61.76557826,43.88541799,stable,H_H,155,H_YBR030W,31174,298015,+,H,Divergent,T_X,20,H_CUT010,90090,296287,+,H,Divergent,TATA_like,297869,297877,stable,CDS1_Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase)_YBR029C|CDG1|phosphatidate cytidylyltransferase_S0000233
chr4,+,30874,03_TFO,03b_COF,TFIID-dominated,YDL161W,ENT1,167714,169078,167714,169078,1364,ST0397,167695,169248,167695,169248,1553,167493,167750,167493,167750,257,167622,167493,169348,167493,169348,Reb1_12467_Motif_1_chr4_167602_167602_+,Reb1,167602,Motif,+,.,.,Reb1_CX_chr4_167601_167602,.,Reb1_12467_Motif_1_chr4_167602_167602_+,,524,311,467,367,237,241,521,167750,nuc_chr4-167750,141.3238787,35.66265011,167493,nuc_chr4-167493,88.1868983,43.55096341,stable,X_H,395,H_YDL164C,42017,167300,-,H,Divergent,T_X,388,H_YDL160C-A,40111,169636,-,H,Divergent,TATA_like,167638,167646,stable,"ENT1_Epsin-like protein involved in endocytosis and actin patch assembly_YDL161W|epsin_{Homologous Gene Pair = YLR206W, ENT2, 0.61}_S0002320"
chr16,-,30875,03_TFO,03b_COF,TFIID-dominated,YPL050C,MNN9,461966,460779,460779,461966,1187,ST7112,462178,460625,460625,462178,1553,462412,462098,462098,462412,314,462255,462412,460525,460525,462412,Abf1_15254_Motif_1_chr16_462288_462288_+,Abf1,462288,Motif,+,.,.,Abf1_CX_chr16_462397_462398,Dat1_CX_chr16_462224_462225,Abf1_15254_Motif_1_chr16_462288_462288_+,,808,518,642,453,339,329,293,462098,nuc_chr16-462098,114.5729896,33.43059604,462412,nuc_chr16-462412,127.9004124,26.38791675,fragile,X_H,199,T_YPL049C,20600,462377,-,T,Tandem,T_T,43,T_YPL051W,40245,460582,+,T,Divergent,TATA_like,462194,462202,fragile,MNN9_Subunit of Golgi mannosyltransferase complex_YPL050C|mannosyltransferase complex subunit MNN9_S0005971
chr4,-,30876,03_TFO,03a_TF,TFIID-dominated,YDR005C,MAF1,458103,456836,456836,458103,1267,ST4157,458240,456679,456679,458240,1561,458433,458173,458173,458433,260,458303,458433,456579,456579,458433,Rsc1_CX_chr4_458336_458337,Rsc1,458336,CX,.,.,.,.,Rsc1_CX_chr4_458336_458337,.,,713,464,523,390,273,283,206,458173,nuc_chr4-458173,104.1351795,33.54262412,458433,nuc_chr4-458433,158.2241674,40.87092514,stable,X_H,287,T_YDR006C,20867,458527,-,T,Tandem,T_X,1452,H_YDR004W,41297,455227,+,H,Divergent,TATA_like,458311,458319,stable,MAF1_Highly conserved negative regulator of RNA polymerase III_YDR005C|RNA polymerase III-inhibiting protein MAF1_S0002412
chr4,+,30877,03_TFO,03a_TF,SAGA-dominated,YDR055W,PST1,563527,564861,563527,564861,1334,ST0519,563460,565021,563460,565021,1561,563088,563410,563088,563410,322,563249,563088,565121,563088,565121,Swi5_CX_chr4_563096_563097,Swi5,563096,CX,.,.,.,Swi5_CX_chr4_563096_563097,.,.,,1104,581,1008,638,943,455,206,563410,nuc_chr4-563410,126.4002298,39.74951366,563088,nuc_chr4-563088,47.6120168,42.74989194,stable,X_H,264,H_CUT066,90076,563196,+,H,Tandem,T_X,19,T_YDR056C,30177,565040,-,T,Divergent,TATA_box,563393,563401,stable,"PST1_Cell wall protein that contains a putative GPI-attachment site_YDR055W|HPF2_{Homologous Gene Pair = YBR078W, ECM33, 0.54}_S0002462"
chr7,+,30878,03_TFO,03b_COF,TFIID-dominated,YGL119W,COQ8,284442,285947,284442,285947,1505,ST1122,284396,285957,284396,285957,1561,283922,284415,283922,284415,493,284169,283922,286057,283922,286057,Reb1_12467_Motif_1_chr7_284294_284294_+,Reb1,284294,Motif,+,.,.,Reb1_CX_chr7_284293_284294,.,Reb1_12467_Motif_1_chr7_284294_284294_+,,446,446,405,352,292,252,267,284415,nuc_chr7-284415,114.4740342,24.94254572,283922,nuc_chr7-283922,129.7721192,35.45504648,stable,X_H,395,H_YGL120C,31383,284001,-,H,Divergent,T_X,46,H_ACS_7_286009_+,160187,286003,+,H,Tandem,TATA_like,284342,284350,stable,"COQ8_ATPase required for ubiquinone biosynthesis and respiratory growth_YGL119W|ABC1|protein kinase COQ8_{Homologous Gene Pair = YBR230W-A, YBR230W-A, 0.13}_S0003087"
chr9,-,30879,03_TFO,03b_COF,TFIID-dominated,YIL135C,VHS2,96375,95065,95065,96375,1310,ST5268,96453,94892,94892,96453,1561,96662,96383,96383,96662,279,96523,96662,94792,94792,96662,Abf1_15254_Motif_1_chr9_96545_96545_+,Abf1,96545,Motif,+,.,.,Abf1_CX_chr9_96545_96546,.,Abf1_15254_Motif_1_chr9_96545_96545_+,,694,513,590,600,395,401,393,96383,nuc_chr9-96383,210.9173769,30.95071651,96662,nuc_chr9-96662,84.16522561,29.71570092,stable,X_H,342,H_YIL134C-A,30014,96795,-,H,Tandem,T_X,1316,H_YIL136W,41172,93576,+,H,Divergent,TATA_like,96519,96527,stable,"VHS2_Regulator of septin dynamics_YIL135C_{Homologous Gene Pair = YNL074C, MLF3, 0.25}_S0001397"
chr15,-,30880,03_TFO,03b_COF,TFIID-dominated,YOR196C,LIP5,716837,715593,715593,716837,1244,ST6848,716885,715324,715324,716885,1561,717126,716824,716824,717126,302,716975,717126,715224,715224,717126,Reb1_12467_Motif_1_chr15_716971_716971_+,Reb1,716971,Motif,+,.,.,Reb1_CX_chr15_716970_716971,.,Reb1_12467_Motif_1_chr15_716971_716971_+,,734,419,518,427,248,248,286,716824,nuc_chr15-716824,148.0529814,37.99772612,717126,nuc_chr15-717126,134.2316891,27.14665517,fragile,H_H,179,H_YOR197W,30800,717064,+,H,Divergent,T_X,2516,H_YOR195W,31465,712808,+,H,Divergent,TATA_like,716913,716921,fragile,LIP5_Protein involved in biosynthesis of the coenzyme lipoic acid_YOR196C|putative lipoate synthase_S0005722
chr12,-,30881,03_TFO,03b_COF,TFIID-dominated,YLR205C,HMX1,553677,552724,552724,553677,953,ST5989,554235,552674,552674,554235,1561,554460,554181,554181,554460,279,554321,554460,552574,552574,554460,Reb1_impute_chr12_554311_+,Reb1,554311,impute,+,.,.,Reb1_impute_chr12_554311_+,.,.,,453,306,302,251,189,264,296,554181,nuc_chr12-554181,113.555046,36.92093817,554460,nuc_chr12-554460,110.7384894,34.09979103,,H_H,195,H_YLR206W,31247,554430,+,H,Divergent,T_X,436,H_YLR204W,40165,552238,+,H,Divergent,TATA_like,553858,553866,,HMX1_ER localized heme oxygenase_YLR205C_S0004195
chr2,+,30882,03_TFO,03a_TF,TFIID-dominated,YBR293W,VBA2,787006,788430,787006,788430,1424,ST0270,787092,788661,787092,788661,1569,786817,787106,786817,787106,289,786962,786817,788761,786817,788761,Matalpha2_14973_Motif_1_chr2_787039_787039_+,Matalpha2,787039,Motif,+,.,.,Abf1_CX_chr2_786979_786980,.,Matalpha2_14973_Motif_1_chr2_787039_787039_+,,896,707,742,612,239,394,344,787106,nuc_chr2-787106,134.8363632,30.22342326,786817,nuc_chr2-786817,149.8465947,33.76296219,stable,H_H,219,H_SUT451,100086,786873,-,H,Divergent,T_X,504,H_YBR294W,50239,789165,+,H,Tandem,TATA_like,787010,787018,stable,VBA2_Permease of basic amino acids in the vacuolar membrane_YBR293W_S0000497
chr4,+,30883,03_TFO,03a_TF,TFIID-dominated,YDR393W,SHE9,1259901,1261271,1259901,1261271,1370,ST0715,1259852,1261421,1259852,1261421,1569,1259622,1259879,1259622,1259879,257,1259751,1259622,1261521,1259622,1261521,Rap1_15258_Motif_1_chr4_1259739_1259739_-,Rap1,1259739,Motif,-,.,.,Rap1_CX_chr4_1259738_1259739,Nhp6a_CX_chr4_1259737_1259738,Rap1_15258_Motif_1_chr4_1259739_1259739_-,,451,387,369,352,228,256,235,1259879,nuc_chr4-1259879,82.36285714,31.8913285,1259622,nuc_chr4-1259622,94.87113769,32.94184633,stable,X_H,127,T_YDR392W,40764,1259725,+,T,Tandem,T_X,143,H_YDR394W,41286,1261564,+,H,Tandem,TATA_like,1259818,1259826,stable,SHE9_Protein required for normal mitochondrial morphology_YDR393W|MDM33_S0002801
chr5,+,30884,03_TFO,03a_TF,TFIID-dominated,YEL052W,AFG1,56571,58100,56571,58100,1529,ST0817,56536,58105,56536,58105,1569,56121,56567,56121,56567,446,56344,56121,58205,56121,58205,Cin5_17890_Motif_1_chr5_56393_56393_+,Cin5,56393,Motif,+,.,.,Cin5_CX_chr5_56395_56396,.,Cin5_17890_Motif_1_chr5_56393_56393_+,,326,248,335,228,295,317,232,56567,nuc_chr5-56567,159.408663,43.67525994,56121,nuc_chr5-56121,95.83912424,38.35819902,stable,X_H,355,H_YEL053C,41965,56181,-,H,Divergent,T_X,215,H_YEL051W,30391,58320,+,H,Tandem,TATA_like,56430,56438,stable,AFG1_Protein that may act as a chaperone for cytochrome c oxidase subunits_YEL052W_S0000778
